ID_Cliente_ou_Indice_Teste,Score_Risco_Churn,Classe_Predita_Churn,Classe_Real_Churn
793608258,0.91,1,1
778399008,0.75,1,0
780201633,0.44,0,1
780653208,0.17,0,0
713798958,0.0,0,0
717890583,0.0,0,0
713396358,0.05333333333333334,0,0
789530208,0.33666666666666667,0,0
720551733,0.8366666666666667,1,1
781073733,0.23666666666666666,0,0
713188383,0.11666666666666667,0,0
714091983,0.13666666666666666,0,0
720190083,1.0,1,1
712027683,0.08333333333333333,0,0
771228183,0.16666666666666666,0,0
798035358,0.19333333333333333,0,0
813338733,0.0,0,0
821837958,0.023333333333333334,0,0
789494133,0.11333333333333333,0,0
713254983,0.056666666666666664,0,0
719855958,0.05,0,0
808681158,0.30666666666666664,0,0
717359208,0.056666666666666664,0,0
713790708,0.08666666666666667,0,0
716999883,0.1,0,0
712914783,0.0033333333333333335,0,0
780657708,0.04666666666666667,0,0
756639708,0.07,0,0
771783333,0.59,1,1
780095808,0.19333333333333333,0,0
718866633,0.44666666666666666,0,0
712411908,0.10333333333333333,0,0
779707308,0.03,0,0
712979133,0.6233333333333333,1,1
720247158,0.13,0,0
801715383,0.8566666666666667,1,1
710188308,0.0,0,0
715008858,0.02,0,0
717990183,0.04666666666666667,0,0
789304983,0.03333333333333333,0,0
717382608,0.06,0,0
780143283,0.87,1,1
784868958,0.023333333333333334,0,0
721349883,0.14333333333333334,0,0
718958583,0.09,0,1
778643733,0.36333333333333334,0,1
720413658,0.013333333333333334,0,0
814593858,0.043333333333333335,0,0
762020133,0.9466666666666667,1,1
759584958,0.5266666666666666,1,1
708712833,0.013333333333333334,0,0
717491058,0.16333333333333333,0,0
790082508,0.02666666666666667,0,0
711153783,0.043333333333333335,0,0
719722308,0.07333333333333333,0,0
709485033,0.03666666666666667,0,0
767753958,0.10333333333333333,0,0
718308558,0.05,0,0
765731433,0.06,0,0
716171358,0.013333333333333334,0,0
719038008,0.6566666666666666,1,0
712642533,0.013333333333333334,0,0
709288383,0.07,0,0
710106933,0.05,0,0
712801758,0.06666666666666667,0,0
720216108,0.15,0,0
814571058,0.1,0,0
709752183,0.09666666666666666,0,0
715503558,0.10333333333333333,0,0
716138958,0.013333333333333334,0,0
826068183,0.10333333333333333,0,0
708902883,0.38333333333333336,0,0
716950758,0.8966666666666666,1,1
709701558,0.29,0,0
709372608,0.03666666666666667,0,0
719118708,0.5166666666666667,1,1
718623783,0.08,0,0
709044183,0.3433333333333333,0,0
719523108,0.11666666666666667,0,0
708888633,0.7,1,1
788633733,0.03,0,0
709937583,0.0,0,0
769438608,0.8633333333333333,1,1
713104458,0.9266666666666666,1,1
708928908,0.09333333333333334,0,0
713435058,0.0033333333333333335,0,0
709410033,0.03,0,0
778894233,0.43333333333333335,0,0
716251608,0.006666666666666667,0,0
717182883,0.01,0,0
820651908,0.11666666666666667,0,0
716996583,0.016666666666666666,0,0
708761733,0.08666666666666667,0,0
717189183,0.05,0,0
794581533,0.0,0,0
720415833,0.01,0,0
799717458,0.0033333333333333335,0,0
709986633,0.43333333333333335,0,0
718108758,0.0,0,0
794675058,0.12,0,1
709938708,0.02,0,0
718140783,0.023333333333333334,0,0
778573233,0.05333333333333334,0,0
719739108,0.3,0,0
711122958,0.7566666666666667,1,1
714618333,0.17333333333333334,0,0
716366208,0.22333333333333333,0,0
711017433,0.043333333333333335,0,0
711593808,0.7633333333333333,1,1
779296908,0.04666666666666667,0,0
789407958,0.023333333333333334,0,0
708403308,0.04666666666666667,0,0
718846008,0.02666666666666667,0,0
788966958,0.013333333333333334,0,0
779521533,0.043333333333333335,0,0
715241583,0.21,0,0
817142433,0.13333333333333333,0,0
712288158,0.043333333333333335,0,0
716831508,0.02666666666666667,0,0
809068983,0.06666666666666667,0,0
716586408,0.01,0,0
719091333,0.3566666666666667,0,0
714960408,0.8666666666666667,1,1
712637283,0.0033333333333333335,0,0
720248208,0.11,0,0
709823733,0.7,1,1
713879283,0.04666666666666667,0,0
721163133,0.46,0,0
771081558,0.05,0,0
710702733,0.15333333333333332,0,0
710723958,0.06666666666666667,0,0
766821033,0.48,0,1
709007883,0.0033333333333333335,0,0
719452308,0.08,0,0
802668333,0.79,1,1
712267983,0.8333333333333334,1,1
713639958,0.10333333333333333,0,0
768563658,0.01,0,0
717400533,0.02,0,0
719634408,0.22333333333333333,0,0
772073508,0.99,1,1
789804933,0.03666666666666667,0,0
712060158,0.04666666666666667,0,0
712977183,0.06333333333333334,0,0
714228558,0.056666666666666664,0,0
715413483,0.006666666666666667,0,0
757594083,0.1,0,0
709257708,0.0033333333333333335,0,0
819109308,0.12,0,0
806989008,0.0,0,0
714211533,0.35333333333333333,0,0
713172408,0.12666666666666668,0,0
721210158,0.07,0,0
789122808,0.9966666666666667,1,1
719268333,0.0033333333333333335,0,0
709453833,0.01,0,0
714046608,0.016666666666666666,0,0
709649958,0.88,1,1
785515533,0.043333333333333335,0,0
719531133,0.006666666666666667,0,0
779773533,0.07333333333333333,0,0
710310108,0.0,0,0
818901708,0.0,0,0
716222808,0.01,0,0
719484408,0.056666666666666664,0,0
758824608,0.016666666666666666,0,0
714121983,0.0,0,0
710638233,0.39,0,1
768949983,0.01,0,0
823578483,0.04666666666666667,0,0
716277558,0.20333333333333334,0,0
811700058,0.8666666666666667,1,1
806914158,0.9366666666666666,1,1
718286658,0.03333333333333333,0,0
772437633,0.02666666666666667,0,0
717203958,0.05333333333333334,0,0
719265108,0.01,0,0
709449333,0.01,0,0
816315558,0.01,0,0
782548758,0.02,0,0
712612233,0.21333333333333335,0,0
788808633,0.08333333333333333,0,0
708269583,0.0033333333333333335,0,0
716045508,0.013333333333333334,0,0
721448283,0.6433333333333333,1,1
720034983,0.22333333333333333,0,0
790123983,0.0033333333333333335,0,0
708953883,0.8833333333333333,1,1
712181658,0.0033333333333333335,0,0
713639058,0.58,1,1
718244958,0.14333333333333334,0,0
711676008,0.02666666666666667,0,0
711873033,0.6766666666666666,1,1
714230808,0.006666666666666667,0,0
718435158,0.48,0,0
797743233,0.06333333333333334,0,0
778968408,0.37333333333333335,0,0
717995958,0.03,0,0
711240108,0.13,0,0
718263108,0.78,1,1
710763783,0.15333333333333332,0,0
714940608,0.20666666666666667,0,0
771669183,0.04,0,0
779340183,0.0033333333333333335,0,0
789097833,0.03,0,0
711112683,0.03333333333333333,0,0
711957708,0.04,0,0
711402333,0.56,1,0
812501358,0.04,0,0
710706558,0.21666666666666667,0,0
771431133,0.006666666666666667,0,0
711750183,0.08666666666666667,0,0
793597833,0.03333333333333333,0,0
778242708,0.04,0,0
779942808,0.03,0,0
715533108,0.043333333333333335,0,0
778708533,0.7966666666666666,1,1
779895108,0.17666666666666667,0,0
771903033,0.043333333333333335,0,0
787539333,0.08666666666666667,0,0
798546408,0.02666666666666667,0,0
778284783,0.0,0,0
720654183,0.9333333333333333,1,1
719207733,0.07,0,0
712470033,0.08333333333333333,0,0
721055058,0.06333333333333334,0,0
721434483,0.08333333333333333,0,0
720348933,0.05,0,0
717755058,0.0033333333333333335,0,0
709624533,0.09333333333333334,0,0
719583558,0.04,0,0
717260058,0.02666666666666667,0,0
716951658,0.006666666666666667,0,0
715554708,0.0,0,0
820353558,0.04666666666666667,0,0
709008708,0.1,0,0
717429258,0.97,1,1
712410858,0.0,0,0
711720408,0.01,0,0
715848408,0.49,0,0
772565883,0.16,0,0
718477983,0.0033333333333333335,0,0
714406158,0.9733333333333334,1,1
709738008,0.02,0,0
713693958,0.5533333333333333,1,0
778172583,0.07333333333333333,0,0
710229333,0.08333333333333333,0,0
708212658,0.10333333333333333,0,0
716860233,0.0,0,0
709213458,0.7466666666666667,1,1
719089383,0.06,0,0
718025808,0.19333333333333333,0,0
710797833,0.006666666666666667,0,0
711173058,0.023333333333333334,0,0
719192808,0.01,0,0
716604633,0.043333333333333335,0,0
712516608,0.056666666666666664,0,0
720510333,0.0,0,0
771075258,0.6733333333333333,1,0
714938733,0.7066666666666667,1,1
716574033,0.0,0,0
789582483,0.02,0,0
708396033,0.01,0,0
709666908,0.0,0,0
720437358,0.03333333333333333,0,0
817988433,0.02,0,0
708104658,0.13666666666666666,0,0
719816583,0.7366666666666667,1,1
771051783,0.07666666666666666,0,0
714247458,0.04666666666666667,0,0
754671558,0.21333333333333335,0,0
713246208,0.15,0,0
713850783,0.06666666666666667,0,0
712965183,0.07666666666666666,0,0
714878508,0.9,1,0
822127008,0.043333333333333335,0,0
755212608,0.6933333333333334,1,1
710968008,0.02,0,0
817188408,0.0033333333333333335,0,0
710067183,0.11333333333333333,0,0
716460933,0.07666666666666666,0,0
789398733,0.01,0,0
719136183,0.0,0,0
708788583,0.4533333333333333,0,1
714425283,0.17333333333333334,0,0
711113958,0.15,0,0
720419358,0.006666666666666667,0,0
716988633,0.16,0,0
779811183,0.03,0,0
718586133,0.006666666666666667,0,0
787505133,0.7333333333333333,1,1
790108908,0.16333333333333333,0,0
716285358,0.10666666666666667,0,0
715519983,0.06666666666666667,0,0
718496283,0.09666666666666666,0,0
713287608,0.14,0,0
709952658,0.13666666666666666,0,0
717972408,0.016666666666666666,0,0
720724008,0.03,0,0
720735408,0.02,0,0
772468983,0.11666666666666667,0,0
721072908,0.016666666666666666,0,0
773155533,0.016666666666666666,0,0
710838108,0.06,0,0
770632758,0.5933333333333334,1,0
721424583,0.006666666666666667,0,0
720612333,0.9266666666666666,1,1
720973833,0.30333333333333334,0,0
826717533,0.01,0,0
718951683,0.006666666666666667,0,0
789231858,0.03666666666666667,0,0
787565433,0.14,0,0
715041333,0.24666666666666667,0,0
711252258,0.4033333333333333,0,0
712899333,0.23,0,0
787723758,0.0033333333333333335,0,0
711370458,0.02,0,0
719898108,0.05,0,0
710754933,0.5266666666666666,1,1
820848408,0.0033333333333333335,0,0
708931908,0.44333333333333336,0,0
708498033,0.78,1,1
709996833,0.7233333333333334,1,1
768212583,0.12666666666666668,0,0
789485433,0.19666666666666666,0,0
718665933,0.08,0,0
716780283,0.02,0,0
780054258,0.3933333333333333,0,0
718632933,0.08,0,0
709473708,0.023333333333333334,0,0
826245858,0.7666666666666667,1,1
712071708,0.08666666666666667,0,0
720897783,0.13333333333333333,0,0
721164483,0.0033333333333333335,0,0
711516783,0.0,0,0
810986883,0.0,0,0
772323033,0.0,0,0
779400183,0.39666666666666667,0,0
720205608,0.03333333333333333,0,0
769892058,0.05333333333333334,0,0
797638383,0.01,0,0
713696808,0.78,1,1
779327733,0.0033333333333333335,0,0
708245808,0.03666666666666667,0,0
717030633,0.22666666666666666,0,0
789594108,0.016666666666666666,0,0
794485158,0.03333333333333333,0,0
708642708,0.8466666666666667,1,1
816476658,0.8533333333333334,1,1
789185508,0.0,0,0
713241033,0.02666666666666667,0,0
789151983,0.01,0,0
715174158,0.056666666666666664,0,0
708254733,0.006666666666666667,0,0
788896983,0.01,0,0
804344733,0.0,0,0
714250908,0.3566666666666667,0,1
711069483,0.0033333333333333335,0,0
809320908,0.043333333333333335,0,0
771682533,0.016666666666666666,0,0
717585858,0.09,0,0
772202058,0.08333333333333333,0,0
779330208,0.08666666666666667,0,0
712721358,0.8966666666666666,1,1
712955433,0.05,0,0
708670608,0.013333333333333334,0,0
709170108,0.87,1,1
718291233,0.016666666666666666,0,0
793616883,0.01,0,0
710462433,0.013333333333333334,0,0
795573333,0.01,0,0
708543258,0.04666666666666667,0,0
716107158,0.5866666666666667,1,1
717797658,0.0,0,0
712545183,0.013333333333333334,0,0
713181558,0.06333333333333334,0,0
713916708,0.056666666666666664,0,0
709346133,0.056666666666666664,0,0
711242058,0.8066666666666666,1,1
712423233,0.02666666666666667,0,0
803421108,0.07666666666666666,0,0
716645883,0.02666666666666667,0,0
803805483,0.23333333333333334,0,0
769578858,0.03,0,0
781013958,0.023333333333333334,0,0
715870758,0.14,0,0
716546283,0.0033333333333333335,0,0
714574083,0.51,1,0
708867408,0.23333333333333334,0,1
709513458,0.07333333333333333,0,0
717446208,0.01,0,0
708680583,0.01,0,0
789218433,0.016666666666666666,0,0
712532058,0.0033333333333333335,0,0
772000533,0.24333333333333335,0,0
708158133,0.68,1,1
711164508,0.11666666666666667,0,0
711992133,0.0,0,0
713905608,0.08,0,0
816756783,0.05,0,0
814459833,0.8733333333333333,1,0
797241108,0.0033333333333333335,0,0
715984908,0.0,0,0
794530608,0.11666666666666667,0,0
778506633,0.7333333333333333,1,1
774588633,0.02,0,0
721532583,0.35,0,1
710637183,0.006666666666666667,0,0
771935283,0.0,0,0
788791383,0.30333333333333334,0,0
720033033,0.01,0,0
713701533,0.0033333333333333335,0,0
716643033,0.67,1,1
720031908,0.006666666666666667,0,0
718471758,0.02666666666666667,0,0
713151258,0.04,0,0
719267283,0.0033333333333333335,0,0
714202008,0.8,1,1
711343233,0.013333333333333334,0,0
713492583,0.87,1,1
718757808,0.01,0,0
719671383,0.18666666666666668,0,0
720964683,0.45,0,0
778882758,0.24333333333333335,0,0
779536233,0.03333333333333333,0,0
716609433,0.33666666666666667,0,1
720712533,0.12,0,0
713363583,0.08666666666666667,0,0
721005108,0.0033333333333333335,0,0
717171408,0.5133333333333333,1,0
710428308,0.15,0,0
817958733,0.006666666666666667,0,0
721212258,0.10666666666666667,0,0
721265883,0.19666666666666666,0,0
720384633,0.09666666666666666,0,0
710529708,0.05333333333333334,0,0
788719533,0.47,0,0
794632308,0.2733333333333333,0,0
711831558,0.023333333333333334,0,0
713764458,0.03,0,0
716482533,0.03666666666666667,0,0
771058908,0.016666666666666666,0,0
714616308,0.02,0,0
789467508,0.06,0,0
715571583,0.0033333333333333335,0,0
787591008,0.0,0,0
713015433,0.03666666666666667,0,0
817108083,0.5866666666666667,1,1
720244983,0.10666666666666667,0,0
718677858,0.0,0,0
716497908,0.056666666666666664,0,0
757167633,0.006666666666666667,0,0
810856833,0.056666666666666664,0,0
771061008,0.7033333333333334,1,1
789513858,0.9566666666666667,1,1
807136758,0.7233333333333334,1,1
711379083,0.0033333333333333335,0,0
819700533,0.20333333333333334,0,0
719658858,0.09333333333333334,0,0
770705208,0.11333333333333333,0,0
714294183,0.94,1,1
778933983,0.19,0,0
817337958,0.043333333333333335,0,0
712797258,0.12666666666666668,0,0
717234183,0.12666666666666668,0,0
708710283,0.06666666666666667,0,0
779324358,0.0,0,0
798140283,0.013333333333333334,0,0
715570533,0.8566666666666667,1,1
711216933,0.0,0,0
803097333,0.05333333333333334,0,0
769396158,0.8466666666666667,1,1
719026383,0.20666666666666667,0,0
709979583,0.20666666666666667,0,0
716851908,0.02666666666666667,0,0
715839708,0.08333333333333333,0,0
720029508,0.0033333333333333335,0,0
719612583,0.56,1,1
717420333,0.17333333333333334,0,0
711146358,0.04666666666666667,0,0
715170183,0.02,0,0
708908883,0.016666666666666666,0,0
709766808,0.01,0,0
713945883,0.67,1,1
719881533,0.8266666666666667,1,1
717464958,0.05333333333333334,0,0
778511733,0.12,0,0
754282908,0.07666666666666666,0,0
719686458,0.19,0,0
721527858,0.8566666666666667,1,1
719953383,0.02666666666666667,0,0
717595908,0.03666666666666667,0,0
709231683,0.0033333333333333335,0,0
710825658,0.0,0,0
708129933,0.0033333333333333335,0,0
719359458,0.11333333333333333,0,0
710927733,0.04666666666666667,0,0
716118633,0.023333333333333334,0,0
753220383,0.7333333333333333,1,1
710822808,0.04666666666666667,0,0
712487883,0.54,1,1
771881283,0.006666666666666667,0,0
719737833,0.55,1,0
708754833,0.02,0,0
717502083,0.85,1,1
779727558,0.0033333333333333335,0,0
773332908,0.0,0,0
711949683,0.47333333333333333,0,1
712403358,0.006666666666666667,0,0
720927183,0.03,0,0
772248408,0.023333333333333334,0,0
817382958,0.01,0,0
793550958,0.6233333333333333,1,0
713253858,0.9933333333333333,1,1
767687208,0.04,0,0
789666333,0.013333333333333334,0,0
779844408,0.96,1,1
711801933,0.95,1,1
709545333,0.04,0,0
712214283,0.12666666666666668,0,0
719719158,0.06666666666666667,0,0
780684933,0.0,0,0
769751958,0.23333333333333334,0,0
713675658,0.0033333333333333335,0,0
744483633,0.14333333333333334,0,0
716800908,0.4533333333333333,0,0
711320508,0.043333333333333335,0,0
712434708,0.9133333333333333,1,1
714608583,0.7566666666666667,1,1
789920883,0.26666666666666666,0,0
709272333,0.013333333333333334,0,0
771069033,0.0033333333333333335,0,0
757753083,0.043333333333333335,0,0
768728508,0.09333333333333334,0,0
714962658,0.9233333333333333,1,1
719654283,0.09666666666666666,0,0
770205708,0.04,0,0
790149483,0.01,0,0
710410158,0.75,1,1
714643983,0.0033333333333333335,0,0
720621408,0.06,0,0
720101658,0.043333333333333335,0,0
714400308,0.03666666666666667,0,0
715341858,0.03333333333333333,0,0
784560258,0.006666666666666667,0,0
711116133,0.6666666666666666,1,1
718828083,0.10333333333333333,0,0
807141183,0.06333333333333334,0,0
716032233,0.0,0,0
779783508,0.14666666666666667,0,0
779241783,0.07,0,0
709678608,0.15,0,0
714933783,0.11333333333333333,0,0
719256483,0.0033333333333333335,0,0
714277758,0.01,0,0
780511683,0.73,1,1
718418958,0.49666666666666665,0,1
712644483,0.04,0,0
708384033,0.9466666666666667,1,1
716909283,0.06333333333333334,0,0
810868758,0.07333333333333333,0,0
710218233,0.023333333333333334,0,0
788770908,0.01,0,0
718984533,0.01,0,0
708838908,0.05,0,0
827423433,0.0,0,0
712714008,0.02,0,0
719147208,0.023333333333333334,0,0
779809908,0.11666666666666667,0,0
822084333,0.4066666666666667,0,1
718503108,0.02,0,0
771356508,0.0,0,0
719018208,0.6666666666666666,1,1
780336258,0.0,0,0
711989358,0.0033333333333333335,0,0
718803333,0.5066666666666667,1,0
711391308,0.0,0,0
721398858,0.17,0,0
713779908,0.24,0,0
718152333,0.7733333333333333,1,1
780203883,0.05333333333333334,0,0
716481408,0.0033333333333333335,0,0
720040158,0.05,0,0
710135058,0.03,0,0
779403558,0.01,0,0
720770883,0.37666666666666665,0,0
713205108,0.013333333333333334,0,0
712291308,0.09333333333333334,0,0
710036508,0.23,0,0
772336458,0.43666666666666665,0,1
779598183,0.12666666666666668,0,0
715765758,0.013333333333333334,0,0
718521258,0.056666666666666664,0,0
712961658,0.006666666666666667,0,0
709061658,0.0033333333333333335,0,0
710043408,0.06,0,0
719466558,0.7266666666666667,1,0
771204108,0.006666666666666667,0,0
714700158,0.06,0,0
716498883,0.1,0,0
710464683,0.006666666666666667,0,0
717174558,0.43333333333333335,0,1
771422883,0.97,1,1
794191008,0.006666666666666667,0,0
710411358,0.5233333333333333,1,1
714234858,0.0033333333333333335,0,0
720062508,0.9366666666666666,1,1
715233108,0.0033333333333333335,0,0
713935533,0.023333333333333334,0,0
708393633,0.02666666666666667,0,0
778679883,0.18,0,0
713229633,0.9166666666666666,1,1
816843933,0.04,0,0
714673833,0.006666666666666667,0,0
821168733,0.17,0,0
716329383,0.16666666666666666,0,1
712925808,0.79,1,1
714990633,0.0,0,0
715381533,0.13,0,0
794293908,0.03666666666666667,0,0
711783483,0.006666666666666667,0,0
712619808,0.0,0,0
709610283,0.056666666666666664,0,0
710697408,0.023333333333333334,0,0
720650208,0.11333333333333333,0,0
718271958,0.013333333333333334,0,0
714144258,0.06666666666666667,0,0
798110358,0.4533333333333333,0,0
718466883,0.01,0,0
709592808,0.01,0,0
709901058,0.0,0,0
719282433,0.03333333333333333,0,0
812618883,0.006666666666666667,0,0
778873608,0.013333333333333334,0,0
713965683,0.03333333333333333,0,0
801786483,0.08333333333333333,0,0
801064833,0.01,0,0
713144208,0.9466666666666667,1,1
779514558,0.03,0,0
709173108,0.39,0,1
719373558,0.006666666666666667,0,0
713758758,0.01,0,0
711947358,0.04,0,0
719679858,0.09,0,0
747551658,0.01,0,0
771823308,0.13666666666666666,0,0
720179883,0.6066666666666667,1,0
708702258,0.7566666666666667,1,1
708387933,0.016666666666666666,0,0
708826158,0.03,0,0
778984383,0.0,0,0
718504983,0.4533333333333333,0,0
715034358,0.19,0,0
717489033,0.4166666666666667,0,1
711208083,0.0,0,0
720330558,0.5766666666666667,1,1
820383558,0.10666666666666667,0,0
717656433,0.0033333333333333335,0,0
721139808,0.013333333333333334,0,0
778973658,0.11,0,0
721038408,0.2866666666666667,0,0
721121283,0.0,0,0
719806233,0.2966666666666667,0,0
713070033,0.0,0,0
772601283,0.18,0,0
716461683,0.02666666666666667,0,0
718811058,0.013333333333333334,0,0
714842208,0.0033333333333333335,0,0
780253533,0.03666666666666667,0,0
715898058,0.61,1,0
808756458,0.0033333333333333335,0,0
806624208,0.06333333333333334,0,0
717621333,0.0,0,0
711728208,0.14333333333333334,0,0
771507258,0.0033333333333333335,0,0
717208833,0.6933333333333334,1,1
712820208,0.09666666666666666,0,0
720837708,0.08333333333333333,0,0
711000933,0.21333333333333335,0,0
708473133,0.006666666666666667,0,0
806995683,0.19333333333333333,0,0
720508233,0.7833333333333333,1,1
717273333,0.06,0,0
709446783,0.07666666666666666,0,0
716013858,0.01,0,0
801056358,0.0033333333333333335,0,0
719729433,0.08666666666666667,0,0
798011733,0.0,0,0
708669408,0.03666666666666667,0,0
714155283,0.006666666666666667,0,0
827114058,0.05,0,0
710404533,0.2733333333333333,0,0
714571008,0.013333333333333334,0,0
715209333,0.013333333333333334,0,0
795237183,0.48,0,0
714199983,0.06333333333333334,0,0
766322883,0.04,0,0
719782458,0.023333333333333334,0,0
712774908,0.0,0,0
719873808,0.13666666666666666,0,0
785387883,0.33666666666666667,0,0
714864333,0.35,0,1
711724083,0.29,0,1
715022133,0.013333333333333334,0,0
808747233,0.48333333333333334,0,1
713036208,0.07,0,0
719712633,0.07666666666666666,0,0
709206333,0.88,1,1
709537683,0.74,1,1
778895883,0.04,0,0
715708308,0.03333333333333333,0,0
715799808,0.6333333333333333,1,1
717609633,0.09,0,0
788874333,0.023333333333333334,0,0
710277183,0.023333333333333334,0,0
721290708,0.06333333333333334,0,0
721113333,0.02,0,0
717403158,0.07333333333333333,0,0
717787533,0.04666666666666667,0,0
717906783,0.02666666666666667,0,0
720212508,0.016666666666666666,0,0
772082208,0.016666666666666666,0,0
714970458,0.013333333333333334,0,0
708652908,0.0033333333333333335,0,0
772382283,0.89,1,1
788832033,0.056666666666666664,0,0
717895833,0.02,0,0
713401758,0.0033333333333333335,0,0
712682583,0.0,0,0
713733633,0.3433333333333333,0,1
712319958,0.04,0,0
708098133,0.01,0,0
719094333,0.01,0,0
772661808,0.01,0,0
720467583,0.2,0,0
804428958,0.0033333333333333335,0,0
816596583,0.21,0,0
769676358,0.01,0,0
713047608,0.3233333333333333,0,1
710694033,0.06666666666666667,0,0
709625733,0.03,0,0
708890133,0.02,0,0
715124958,0.12666666666666668,0,0
797668983,0.006666666666666667,0,0
720731808,0.9566666666666667,1,1
708511983,0.01,0,0
